target_00,target_01,target_02,target_03,target_04,target_05,target_06,target_07,target_08,target_09,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19
45.236627202284964,55.11915297806263,43.69523372650146,55.215313476674694,10.972790750590237,33.17149346215384,43.766944759770446,26.632103110804703,44.455708704496686,47.62983758449555,42.09371111267492,47.57142897213207,11.709671507279078,36.56516217192014,27.19925388213127,45.05818593502045,31.87897649018661,50.65633971161313,48.10458352830675,34.35079943566095
45.416219382059005,39.25463563745672,57.765959709882736,47.71956388573898,40.11179103170122,51.92624251982745,38.996159024860546,43.75023882729666,40.16399066344552,51.034158796072006,44.847087119754995,2.2025566737628677,45.79260532061259,37.428607982137926,43.59681376956758,40.579878546974875,46.48958256509569,36.491672625144325,44.366470654805504,44.336678573063445
45.22165070261274,45.15548415184021,55.734148025512695,42.76250838149678,49.310497138235306,52.83359159529209,48.10338724984063,55.18618893623352,50.960735391168036,40.92161536216736,43.43856294155121,48.279500034120346,55.567745849490166,53.33024300634861,50.06087680657705,42.03765562602452,49.70280427681772,42.06367580457167,46.63789269924164,47.87688793076409
34.28543332771019,45.33736041613987,47.638741995158945,40.21549471564915,54.30615725119909,1.1313825419189734,52.836290487876305,46.995023476450065,26.274932901064556,68.28381512562434,56.35039274509136,51.78513292165903,54.17048081984887,46.70420091152191,66.98366377903865,84.53165006637573,76.49483575820923,41.05794768983667,26.765098312321832,39.691027780373894
32.50160818099975,52.680171489715576,46.500007782663616,3.033382138427423,45.55691350301107,42.298869709173836,56.376258477568626,47.51525762875875,38.821235600639795,32.425342639287315,31.043775526682534,53.652131761823384,40.125929054461025,44.34388036476938,57.22961975634098,54.76468454996745,2.21090159704397,47.77738030254841,39.901234136687386,48.36594481127603
26.08857267744401,67.3620822940554,49.776961627759434,66.61739187581199,62.53560973916735,75.91918865839641,33.93175154924393,46.10020537376404,63.74035800298055,39.13542921344439,79.03860650459926,61.704128418649944,20.425744381356747,17.08208447582317,40.19665537709775,21.340367141522858,42.29542809440976,32.735945974077495,25.601755689930272,41.27421007837568
66.17582007554861,20.54963091214498,62.333680693308516,55.631730020046234,32.03820897914745,61.25983055432638,45.06236367225647,32.87191509349005,32.85292205810547,33.98654654502869,34.834409108528725,42.0118776957194,35.45654140472412,35.320833625793455,63.445497560501096,54.44709175825119,50.141525096363495,16.640105662522494,57.02287492752075,37.97431280136109
51.27764585283067,45.69816705158779,55.536431677201215,46.69331747293472,39.2399356563886,26.380282759666443,40.470495744185015,46.17309888601303,49.157413072056244,26.279657976967947,43.02212296832692,35.6913709457104,25.143563541206152,39.03944366176923,50.449614110745884,47.98577390219036,42.84433179809933,36.5848978360494,48.798987494574654,35.42996703661405
58.118560382298064,47.78461951958506,57.20542790208544,56.2112785918372,15.463026587452207,33.05641124988424,67.76499021053314,33.26776265246527,59.093046120234895,33.05495942963494,70.54484832286835,33.12287216527121,35.33785841200087,47.17323226677744,32.59096905920241,56.38973569869995,48.728836350970795,15.312447659430966,78.08477969169617,43.383223999630324
22.106443274588813,15.566002113777294,22.042906039101737,49.46986035296791,45.224708456742135,47.035582542419434,53.748602362240064,54.13679301738739,42.13935157060623,22.63397583445987,58.8171524365743,46.17318142784966,50.111182661617505,10.587891363117793,50.49815773963928,49.32439560639231,51.918950855731964,47.52802221775055,59.87514638900757,49.537058089908804
0.0,0.0,35.37141704559326,0.0,0.0,0.0,0.0,24.802542805671692,0.0,0.0,0.0,0.0,0.0,15.484286844730377,0.0,0.0,0.0,24.09175395965576,0.0,0.0
48.92618259630705,45.16923546791077,20.485584403193275,20.439758767022028,53.95582636664896,54.72090229392052,52.80355147520701,39.246974408626556,22.94893874348821,32.046212442990004,53.100386325050806,52.56482093864017,38.38931597272555,44.82594344490453,56.842980936169624,41.35870017788627,31.910048714999494,54.79966219733743,29.846909314393997,63.96993018899645
33.60087536882471,63.446077807744345,52.86279972861795,70.11696270795969,65.39799286637988,33.11808003319634,4.987534010619448,63.68537834712437,36.88165605586508,39.633008152246475,4.872929383676948,40.57345729288848,91.85683414936065,40.54166365706402,62.923605012893674,39.78573413328691,34.0587597993704,72.8648539185524,34.56796884536743,28.687839929262797
43.3290460543199,47.66560605952614,34.530298436129534,50.1487682527966,48.38210971731888,53.22164025026209,25.041463884147436,53.68959811154534,37.877868213653564,49.93692970275879,52.34224481880665,44.785628262020296,46.91688710764835,48.50551465937966,41.60550622318102,48.93274805420324,52.084671669536164,41.717861825769596,48.30440307988061,18.740653725231397
31.964381861686707,50.33728949228922,42.98870646953583,26.568606151474846,32.239944474450475,40.903872208161786,49.379745056754665,52.7868287563324,40.29341818975366,46.37824894189835,39.38989011446635,44.59169185729254,49.75129318237305,48.768141181845415,47.10086048841477,58.34843747317791,42.40251189186459,48.1767004860772,22.837688393709136,31.898264416332903
49.47402048110962,26.99456772659764,30.676189422607422,28.30842772397128,44.66256994009018,48.34248786502414,31.391530110918243,28.373838298022747,44.32965586059972,41.14606704030718,48.88319006231096,29.530093354563558,27.02527688571385,51.2809183994929,31.145292631785075,64.3489706332867,59.099690943956375,47.52856000264486,50.45121211164138,25.969102934428623
